Cuntrycd,Stkcd,Stknme,Conme,Conme_en,Indcd,Indnme,Nindcd,Nindnme,Nnindcd,Nnindnme,Estbdt,Listdt,Favaldt,Curtrd,Ipoprm,Ipoprc,Ipocur,Nshripo,Parvcur,Ipodt,Parval,Sctcd,Statco,Crcd,Statdt,Commnt,Markettype
10,70,特发信息,深圳市特发信息股份有限公司,"Shenzhen SDG Information Co., Ltd.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,1999/7/29,2000/5/11,2000/5/11,CNY,6.9,7.9,CNY,70000,CNY,2000/3/24,1,2,A,,2017/12/5,,4
10,96,广聚能源,深圳市广聚能源股份有限公司,"SHENZHEN GUANGJU ENERGY CO., LTD.",6,商业,H03,能源、材料和机械电子设备批发业,F51,批发业,1999/2/18,2000/7/24,2000/7/24,CNY,5,6,CNY,85000,CNY,2000/7/10,1,2,A,,2017/12/5,,4
10,99,中信海直,中信海洋直升机股份有限公司,"CITIC OFFSHORE HELICOPTER CO., LTD.",2,公用事业,F09,航空运输业,G56,航空运输业,1999/2/11,2000/7/31,2000/7/31,CNY,9.2,10.2,CNY,60000,CNY,2000/7/3,1,2,A,,2017/12/5,,4
10,100,TCL集团,TCL集团股份有限公司,TCL CORPORATION,5,工业,C55,日用电子器具制造业,C39,计算机、通信和其他电子设备制造业,2002/4/19,2004/1/30,2004/1/30,CNY,3.26,4.26,CNY,994396,CNY,2004/1/7,1,2,A,,2017/12/5,,4
10,150,宜华健康,宜华健康医疗股份有限公司,"YIHUA HEALTHCARE Co.,Ltd.",2,公用事业,K37,卫生、保健、护理服务业,Q83,卫生,1993/2/19,2000/8/7,2000/8/7,CNY,6.68,7.68,CNY,70000,CNY,2000/7/21,1,2,A,,2017/12/5,,4
10,151,中成股份,中成进出口股份有限公司,"China National Complete Plant Import and Export Co., Ltd.",6,商业,H09,其他批发业,F51,批发业,1999/3/1,2000/9/6,2000/9/6,CNY,6.78,7.78,CNY,70000,CNY,2000/8/14,1,2,A,,2017/12/5,,4
10,153,丰原药业,安徽丰原药业股份有限公司,"ANHUI FENGYUAN PHARMACEUTICAL CO., LTD.",5,工业,C81,医药制造业,C27,医药制造业,1997/8/30,2000/9/20,2000/9/20,CNY,17.8,18.8,CNY,25000,CNY,2000/9/7,1,2,A,,2017/12/5,,4
10,155,*ST 川化,川化股份有限公司,Sichuan Chemical Company Limited.,5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,1997/10/20,2000/9/26,2000/9/26,CNY,5.18,6.18,CNY,130000,CNY,2000/9/8,1,2,A,,2017/12/18,,4
10,156,华数传媒,华数传媒控股股份有限公司,"Wasu Media Holding Co., Ltd.",2,公用事业,L10,广播电影电视业,R86,广播、电视、电影和影视录音制作业,1994/6/30,2000/9/6,2000/9/6,CNY,7.98,8.98,CNY,36000,CNY,2000/8/18,1,2,S,,2006/4/13,,4
10,157,中联重科,中联重科股份有限公司,"ZOOMLION HEAVY INDUSTRY SCIENCE AND TECHNOLOGY CO., LTD.",5,工业,C73,专用设备制造业,C35,专用设备制造业,1999/8/31,2000/10/12,2000/10/12,CNY,11.74,12.74,CNY,50000,CNY,2000/9/15,1,2,A,,2017/12/5,1157,4
10,158,常山北明,石家庄常山北明科技股份有限公司,Shijiazhuang ChangShan BeiMing Technology Co.，Ltd,5,工业,C11,纺织业,C17,纺织业,1998/12/29,2000/7/24,2000/7/24,CNY,5.18,6.18,CNY,100000,CNY,2000/7/6,1,2,A,,2018/1/11,,4
10,159,国际实业,新疆国际实业股份有限公司,"Xinjiang International Industry Co., Ltd.",6,商业,H03,能源、材料和机械电子设备批发业,F51,批发业,1999/3/28,2000/9/26,2000/9/26,CNY,4.88,5.88,CNY,70000,CNY,2000/9/1,1,2,A,,2017/12/5,,4
10,166,申万宏源,申万宏源集团股份有限公司,"SHENWAN HONGYUAN GROUP CO., LTD",1,金融,I21,证券、期货业,J67,资本市场服务,1996/9/16,2015/1/26,2015/1/26,CNY,3.86,4.86,CNY,8140985,CNY,2015/1/25,1,2,A,,2017/12/5,,4
10,301,东方市场,江苏吴江中国东方丝绸市场股份有限公司,"Jingsu Wujiang China Eastern Silk Market Co., Ltd.",5,工业,D01,电力、蒸汽、热水的生产和供应业,D44,电力、热力生产和供应业,1998/7/16,2000/5/29,2000/5/29,CNY,3.18,4.18,CNY,105000,CNY,2000/4/24,1,2,A,,2017/12/8,,4
10,333,美的集团,美的集团股份有限公司,"Midea Group Co., Ltd.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,2000/4/7,2013/9/18,2013/9/18,CNY,44,44.56,CNY,686323,CNY,2013/9/17,1,2,A,,2017/12/5,,4
10,338,潍柴动力,潍柴动力股份有限公司,"WEICHAI POWER CO., LTD.",5,工业,C7505,汽车制造业,C36,汽车制造业,2002/12/23,2007/4/30,2007/4/30,CNY,19.47,20.47,CNY,190654,CNY,2007/4/30,1,2,A,,2017/12/5,2338,4
10,488,晨鸣纸业,山东晨鸣纸业集团股份有限公司,Shandong Chenming Paper Holdings Limited,5,工业,C31,造纸及纸制品业,C22,造纸及纸制品业,1993/5/5,2000/11/20,2000/11/20,CNY,19.8,20.8,CNY,70000,CNY,2000/11/2,1,2,A,200488,2017/12/5,1812,4
10,725,京东方A,京东方科技集团股份有限公司,"BOE Technology Group Co., Ltd.",5,工业,C51,电子元器件制造业,C39,计算机、通信和其他电子设备制造业,1993/4/9,2001/1/12,2001/1/12,CNY,15.8,16.8,CNY,60000,CNY,2000/12/19,1,2,A,200725,2017/12/5,,4
10,726,鲁泰A,鲁泰纺织股份有限公司,"Lu Thai Textile Co., Ltd.",5,工业,C11,纺织业,C17,纺织业,1993/10/16,2000/12/25,2000/12/25,CNY,16.8,17.8,CNY,50000,CNY,2000/12/6,1,2,A,200726,2017/12/5,,4
10,869,张裕A,烟台张裕葡萄酿酒股份有限公司,Yantai Chang Yu Pioneer Wine Company Limited,5,工业,C05,饮料制造业,C15,酒、饮料和精制茶制造业,1997/9/18,2000/10/26,2000/10/26,CNY,19,20,CNY,32000,CNY,2000/10/16,1,2,A,200869,2017/12/5,,4
10,875,吉电股份,吉林电力股份有限公司,"Jilin Power Share Co., Ltd.",5,工业,D01,电力、蒸汽、热水的生产和供应业,D44,电力、热力生产和供应业,1993/4/28,2002/9/26,2002/9/26,CNY,3.44,4.44,CNY,380000,CNY,2002/9/12,1,2,A,,2017/12/5,,4
10,957,中通客车,中通客车控股股份有限公司,"Zhongtong Bus and Holding Co., Ltd.",5,工业,C7505,汽车制造业,C36,汽车制造业,1994/4/7,2000/1/13,2000/1/13,CNY,4.94,5.94,CNY,45000,CNY,1999/9/20,1,2,A,,2017/12/5,,4
10,960,锡业股份,云南锡业股份有限公司,"YUNNAN TIN CO., LTD.",5,工业,C67,有色金属冶炼及压延加工业,C32,有色金属冶炼及压延加工业,1998/11/23,2000/2/21,2000/2/21,CNY,5,6,CNY,130000,CNY,1999/10/11,1,2,A,,2017/12/5,,4
10,961,中南建设,江苏中南建设集团股份有限公司,"Jiangsu Zhongnan Construction Group Co., Ltd.",3,房地产,E01,土木工程建筑业,E48,土木工程建筑业,1998/7/28,2000/3/1,2000/3/1,CNY,3.08,4.08,CNY,100000,CNY,1999/12/8,1,2,A,,2018/1/16,,4
10,962,东方钽业,宁夏东方钽业股份有限公司,"NINGXIA ORIENT TANTALUM INDUSTRY CO., LTD.",5,工业,C67,有色金属冶炼及压延加工业,C32,有色金属冶炼及压延加工业,1999/4/30,2000/1/20,2000/1/20,CNY,8.4,9.4,CNY,65000,CNY,1999/11/22,1,2,A,,2017/12/5,,4
10,963,华东医药,华东医药股份有限公司,"HUADONG MEDICINE CO., LTD.",6,商业,H11,零售业,F52,零售业,1993/3/31,2000/1/27,2000/1/27,CNY,4.76,5.76,CNY,50000,CNY,1999/12/22,1,2,A,,2017/12/5,,4
10,965,天保基建,天津天保基建股份有限公司,"Tianjin Tianbao Infrastructure Co., Ltd.",3,房地产,J01,房地产开发与经营业,K70,房地产业,1998/9/30,2000/4/6,2000/4/6,CNY,3.6,4.6,CNY,70000,CNY,2000/3/17,1,2,A,,2017/12/5,,4
10,966,长源电力,国电长源电力股份有限公司,"Guodian Changyuan Electric Power Co., Ltd.",5,工业,D01,电力、蒸汽、热水的生产和供应业,D44,电力、热力生产和供应业,1995/4/7,2000/3/16,2000/3/16,CNY,5.1,6.1,CNY,90000,CNY,2000/2/17,1,2,A,,2017/12/5,,4
10,967,盈峰环境,盈峰环境科技集团股份有限公司,Infore Environment Technology Group Co.Ltd.,5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,1993/11/18,2000/3/30,2000/3/30,CNY,5.62,6.62,CNY,45000,CNY,2000/3/10,1,2,A,,2017/12/5,,4
10,968,蓝焰控股,山西蓝焰控股股份有限公司,Shanxi Blue Flame Holding Company Limited,5,工业,B03,石油和天然气开采业,B07,石油和天然气开采业,1998/12/22,2000/6/22,2000/6/22,CNY,3.6,4.6,CNY,150000,CNY,2000/5/10,1,2,A,,2017/12/5,,4
10,969,安泰科技,安泰科技股份有限公司,"Advanced Technology and Materials Co., Ltd.",5,工业,C69,金属制品业,C33,金属制品业,1998/12/30,2000/5/29,2000/5/29,CNY,13.98,14.98,CNY,60000,CNY,2000/5/12,1,2,A,,2017/12/6,,4
10,970,中科三环,北京中科三环高技术股份有限公司,"BEIJING ZHONG KE SAN HUAN HIGH-TECH CO., LTD.",5,工业,C5115,电子元件制造业,C39,计算机、通信和其他电子设备制造业,1999/7/23,2000/4/20,2000/4/20,CNY,6.5,7.5,CNY,35000,CNY,2000/3/31,1,2,A,,2017/12/5,,4
10,971,高升控股,高升控股股份有限公司,"GOSUN HOLDING CO., LTD.",2,公用事业,G87,计算机应用服务业,I65,软件和信息技术服务业,1993/3/26,2000/4/27,2000/4/27,CNY,3.42,4.42,CNY,55000,CNY,2000/4/7,1,2,A,,2018/1/9,,4
10,972,*ST 中基,中基健康产业股份有限公司,"CHALKIS HEALTH INDUSTRY CO.,LTD",5,工业,C0199,其他加工业,C13,农副食品加工业,1994/6/30,2000/9/26,2000/9/26,CNY,4,5,CNY,45000,CNY,2000/4/14,1,2,A,,2017/12/5,,4
10,973,佛塑科技,佛山佛塑科技集团股份有限公司,"FSPG Hi-tech Co., Ltd.",5,工业,C49,塑料制造业,C29,橡胶和塑料制品业,1988/6/28,2000/5/25,2000/5/25,CNY,5.28,6.28,CNY,95000,CNY,2000/4/20,1,2,A,,2017/12/5,,4
10,975,银泰资源,银泰资源股份有限公司,"Yintai Resources Co.,Ltd.",5,工业,B07,有色金属矿采选业,B09,有色金属矿采选业,1999/6/18,2000/6/8,2000/6/8,CNY,5.6,6.6,CNY,80000,CNY,2000/4/24,1,2,A,,2017/12/14,,4
10,976,华铁股份,广东华铁通达高铁装备股份有限公司,Guangdong Huatie Tongda High-speed Railway Equipment Corporation,5,工业,C75,交通运输设备制造业,C37,铁路、船舶、航空航天和其它运输设备制造业,1993/1/18,2000/6/1,2000/6/1,CNY,7.68,8.68,CNY,70000,CNY,2000/5/8,1,2,A,,2017/12/5,,4
10,977,浪潮信息,浪潮电子信息产业股份有限公司,"Inspur Electronic Information Industry Co., Ltd.",5,工业,G83,计算机及相关设备制造业,C39,计算机、通信和其他电子设备制造业,1998/10/28,2000/6/8,2000/6/8,CNY,6.71,7.71,CNY,65000,CNY,2000/4/24,1,2,A,,2017/12/5,,4
10,978,桂林旅游,桂林旅游股份有限公司,Guilin Tourism Corporation Limited.,2,公用事业,K34,旅游业,N78,公共设施管理业,1998/4/29,2000/5/18,2000/5/18,CNY,5.86,6.86,CNY,40000,CNY,2000/4/21,1,2,A,,2017/12/5,,4
10,979,中弘股份,中弘控股股份有限公司,"ZHONGHONG HOLDING CO., LTD.",3,房地产,J01,房地产开发与经营业,K70,房地产业,1997/8/18,2000/6/16,2000/6/16,CNY,9.08,10.08,CNY,40000,CNY,2000/5/12,1,2,A,,2018/2/14,,4
10,980,众泰汽车,众泰汽车股份有限公司,"ZOTYE AUTOMOBILE CO., LTD",5,工业,C7505,汽车制造业,C36,汽车制造业,1998/8/31,2000/6/16,2000/6/16,CNY,4.49,5.49,CNY,58000,CNY,2000/5/19,1,2,A,,2017/12/5,,4
10,981,银亿股份,银亿房地产股份有限公司,"YINYI REAL ESTATE CO., LTD.",3,房地产,J01,房地产开发与经营业,K70,房地产业,1998/8/31,2000/6/22,2000/6/22,CNY,7.68,8.68,CNY,50000,CNY,2000/5/31,1,2,A,,2017/12/5,,4
10,982,*ST 中绒,宁夏中银绒业股份有限公司,"Ningxia Zhongyin Cashmere Co., Ltd.",5,工业,C11,纺织业,C17,纺织业,1998/9/15,2000/7/6,2000/7/6,CNY,7.6,8.6,CNY,30000,CNY,2000/6/16,1,2,A,,2017/12/5,,4
10,983,西山煤电,山西西山煤电股份有限公司,"Shanxi Xishan Coal and Electricity Power Co., Ltd.",5,工业,B01,煤炭采选业,B06,煤炭开采和洗选业,1999/4/26,2000/7/26,2000/7/26,CNY,5.49,6.49,CNY,288000,CNY,2000/7/6,1,2,A,,2017/12/5,,4
10,985,大庆华科,大庆华科股份有限公司,Daqing Huake Company Limited,5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,1998/12/8,2000/7/26,2000/7/26,CNY,7.34,8.34,CNY,30000,CNY,2000/7/7,1,2,A,,2017/12/5,,4
10,987,越秀金控,广州越秀金融控股集团股份有限公司,"Guangzhou Yuexiu Financial Holdings Group Co., Ltd.",1,金融,I21,证券、期货业,J67,资本市场服务,1992/12/28,2000/7/18,2000/7/18,CNY,3.08,4.08,CNY,60000,CNY,2000/6/30,1,2,A,,2017/12/5,,4
10,988,华工科技,华工科技产业股份有限公司,Huagong Tech Company Limited,5,工业,C57,其他电子设备制造业,C39,计算机、通信和其他电子设备制造业,1999/7/28,2000/6/8,2000/6/8,CNY,12.98,13.98,CNY,30000,CNY,2000/5/15,1,2,A,,2017/12/5,,4
10,989,九芝堂,九芝堂股份有限公司,"Jiuzhitang Co., Ltd.",5,工业,C81,医药制造业,C27,医药制造业,1999/5/12,2000/6/28,2000/6/28,CNY,8,9,CNY,40000,CNY,2000/6/9,1,2,A,,2017/12/5,,4
10,990,诚志股份,诚志股份有限公司,"Chengzhi Co., Ltd.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,1998/10/9,2000/7/6,2000/7/6,CNY,8.9,9.9,CNY,48000,CNY,2000/6/19,1,2,A,,2017/12/5,,4
10,993,闽东电力,福建闽东电力股份有限公司,"Fujian Mindong Electric Power Co., Ltd.",5,工业,D01,电力、蒸汽、热水的生产和供应业,D44,电力、热力生产和供应业,1998/12/30,2000/7/31,2000/7/31,CNY,10.5,11.5,CNY,100000,CNY,2000/7/13,1,2,A,,2017/12/5,,4
10,995,皇台酒业,甘肃皇台酒业股份有限公司,"GANSU HUANGTAI WINE-MARKETING INDUSTRY CO., LTD.",5,工业,C05,饮料制造业,C15,酒、饮料和精制茶制造业,1998/9/29,2000/8/7,2000/8/7,CNY,6.8,7.8,CNY,40000,CNY,2000/7/13,1,2,A,,2018/1/23,,4
10,996,中国中期,中国中期投资股份有限公司,"China CIFCO Investment Co., Ltd.",6,商业,H03,能源、材料和机械电子设备批发业,F51,批发业,1994/8/28,2000/7/18,2000/7/18,CNY,7.28,8.28,CNY,35000,CNY,2000/7/3,1,2,A,,2017/12/5,,4
10,997,新大陆,福建新大陆电脑股份有限公司,"Fujian Newland Computer Co., Ltd.",2,公用事业,G87,计算机应用服务业,I65,软件和信息技术服务业,1999/6/28,2000/8/7,2000/8/7,CNY,14.88,15.88,CNY,31000,CNY,2000/7/20,1,2,A,,2017/12/5,,4
10,998,隆平高科,袁隆平农业高科技股份有限公司,"YUAN LONGPING HIGH-TECH AGRICULTURE CO., LTD.",4,综合,A01,农业,A01,农业,1999/6/30,2000/12/11,2000/12/11,CNY,11.98,12.98,CNY,55000,CNY,2000/5/31,1,2,A,,2017/12/5,,4
10,999,华润三九,华润三九医药股份有限公司,"China Resources Sanjiu Medical and Pharmaceutical Co., Ltd.",5,工业,C81,医药制造业,C27,医药制造业,1999/4/21,2000/3/9,2000/3/9,CNY,7.45,8.45,CNY,200000,CNY,1999/11/11,1,2,A,,2017/12/5,,4
10,1965,招商公路,招商局公路网络科技控股股份有限公司,"CHINA MERCHANTS EXPRESSWAY NETWORK TECHNOLOGY HOLDINGS CO., LTD.",2,公用事业,F03,公路运输业,G54,道路运输业,1993/12/18,2017/12/25,2017/12/25,CNY,7.18,8.18,CNY,554833,CNY,2017/12/22,1,2,A,,2017/12/25,,4
10,1979,招商蛇口,招商局蛇口工业区控股股份有限公司,"CHINA MERCHANTS SHEKOU INDUSTRIAL ZONE HOLDINGS CO.,LTD",3,房地产,J01,房地产开发与经营业,K70,房地产业,1979/1/31,2015/12/30,2015/12/30,CNY,22.6,23.6,CNY,1901798,CNY,2015/12/11,1,2,A,,2017/12/5,,4
10,2001,新和成,浙江新和成股份有限公司,"Zhejiang NHU Co., Ltd.",5,工业,C81,医药制造业,C27,医药制造业,1999/4/5,2004/6/25,2004/6/25,CNY,12.41,13.41,CNY,30000,CNY,2004/6/2,1,2,A,,2017/12/5,,4
10,2002,鸿达兴业,鸿达兴业股份有限公司,"Hongda Xingye Co.,Ltd.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,2001/2/23,2004/6/25,2004/6/25,CNY,6.32,7.32,CNY,30000,CNY,2004/6/3,1,2,A,,2017/12/5,,4
10,2003,伟星股份,浙江伟星实业发展股份有限公司,"ZHEJIANG WEIXING INDUSTRIAL DEVELOPMENT CO., LTD.",5,工业,C13,服装及其他纤维制品制造业,C18,纺织服装、服饰业,2000/8/31,2004/6/25,2004/6/25,CNY,6.37,7.37,CNY,21000,CNY,2004/6/4,1,2,A,,2017/12/5,,4
10,2004,华邦健康,华邦生命健康股份有限公司,"HUAPONT LIFE SCIENCES CO., LTD",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,2001/9/19,2004/6/25,2004/6/25,CNY,8.6,9.6,CNY,22000,CNY,2004/6/7,1,2,N,,2017/12/14,,4
10,2005,德豪润达,广东德豪润达电气股份有限公司,"Elec-tech International Co., Ltd.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,1996/5/14,2004/6/25,2004/6/25,CNY,17.2,18.2,CNY,26000,CNY,2004/6/8,1,2,N,,2018/1/2,,4
10,2006,精功科技,浙江精功科技股份有限公司,"Zhejiang Jinggong Science and Technology Co., Ltd.",5,工业,C73,专用设备制造业,C35,专用设备制造业,2000/9/10,2004/6/25,2004/6/25,CNY,6.72,7.72,CNY,30000,CNY,2004/6/9,1,2,A,,2017/12/5,,4
10,2007,华兰生物,华兰生物工程股份有限公司,"Hualan Biological Engineering,Inc.",5,工业,C8501,生物药品制造业,C27,医药制造业,2000/9/27,2004/6/25,2004/6/25,CNY,14.74,15.74,CNY,22000,CNY,2004/6/10,1,2,A,,2017/12/5,,4
10,2008,大族激光,大族激光科技产业集团股份有限公司,"Han's Laser Technology Industry Group Co., Ltd.",5,工业,C7350,其他专用设备制造业,C35,专用设备制造业,2001/9/28,2004/6/25,2004/6/25,CNY,8.2,9.2,CNY,27000,CNY,2004/6/11,1,2,A,,2017/12/5,,4
10,2009,天奇股份,天奇自动化工程股份有限公司,"Miracle Automation Engineering Co.,Ltd",5,工业,C71,普通机械制造业,C34,通用设备制造业,2000/11/14,2004/6/29,2004/6/29,CNY,5.89,6.89,CNY,25000,CNY,2004/6/14,1,2,A,,2017/12/5,,4
10,2010,传化智联,传化智联股份有限公司,"Transfar Zhilian Co.,Ltd.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,2001/7/6,2004/6/29,2004/6/29,CNY,8.91,9.91,CNY,20000,CNY,2004/6/15,1,2,N,,2018/2/5,,4
10,2011,盾安环境,浙江盾安人工环境股份有限公司,"Zhejiang Dun'an Artificial Environment Co., Ltd.",5,工业,C71,普通机械制造业,C34,通用设备制造业,2001/12/19,2004/7/5,2004/7/5,CNY,10.42,11.42,CNY,28000,CNY,2004/6/16,1,2,A,,2017/12/5,,4
10,2012,凯恩股份,浙江凯恩特种材料股份有限公司,"ZHEJIANG KAN SPECIALITIES MATERIAL CO., LTD.",5,工业,C31,造纸及纸制品业,C22,造纸及纸制品业,1998/1/23,2004/7/5,2004/7/5,CNY,6.03,7.03,CNY,30000,CNY,2004/6/17,1,2,A,,2018/2/13,,4
10,2013,中航机电,中航工业机电系统股份有限公司,"AVIC Electromechanical Systems Co., Ltd.",5,工业,C75,交通运输设备制造业,C37,铁路、船舶、航空航天和其它运输设备制造业,2000/12/5,2004/7/5,2004/7/5,CNY,5.12,6.12,CNY,20000,CNY,2004/6/18,1,2,A,,2017/12/5,,4
10,2014,永新股份,黄山永新股份有限公司,"Huangshan Novel Co., Ltd.",5,工业,C49,塑料制造业,C29,橡胶和塑料制品业,2001/9/28,2004/7/8,2004/7/8,CNY,7.63,8.63,CNY,23400,CNY,2004/6/21,1,2,A,,2017/12/5,,4
10,2015,霞客环保,江苏霞客环保色纺股份有限公司,"Xiake Color Spinning Co., Ltd.",5,工业,C11,纺织业,C17,纺织业,2000/12/12,2004/7/8,2004/7/8,CNY,5.62,6.62,CNY,20000,CNY,2004/6/22,1,2,A,,2018/1/4,,4
10,2016,世荣兆业,广东世荣兆业股份有限公司,"Guangdong Shirongzhaoye Co., Ltd.",3,房地产,J01,房地产开发与经营业,K70,房地产业,2000/12/28,2004/7/8,2004/7/8,CNY,6.5,7.5,CNY,25000,CNY,2004/6/23,1,2,A,,2017/12/5,,4
10,2017,东信和平,东信和平科技股份有限公司,"Eastcompeace Techonlogy Co., Ltd.",5,工业,G81,通信及相关设备制造业,C39,计算机、通信和其他电子设备制造业,2001/12/4,2004/7/13,2004/7/13,CNY,9.43,10.43,CNY,25000,CNY,2004/6/24,1,2,A,,2017/12/5,,4
10,2018,华信国际,安徽华信国际控股股份有限公司,"Cefc Anhui International Holding Co., Ltd.",6,商业,H09,其他批发业,F51,批发业,1998/2/13,2004/7/13,2004/7/13,CNY,7.55,8.55,CNY,20000,CNY,2004/6/25,1,2,A,,2017/12/5,,4
10,2019,亿帆医药,亿帆医药股份有限公司,"YIFAN PHARMACEUTICAL CO.,LTD",5,工业,C81,医药制造业,C27,医药制造业,2000/11/10,2004/7/13,2004/7/13,CNY,11.57,12.57,CNY,15000,CNY,2004/6/28,1,2,A,,2017/12/5,,4
10,2020,京新药业,浙江京新药业股份有限公司,"ZHEJIANG JINGXIN PHARMACEUTICAL CO., LTD.",5,工业,C81,医药制造业,C27,医药制造业,2001/10/25,2004/7/15,2004/7/15,CNY,9.05,10.05,CNY,17600,CNY,2004/6/29,1,2,A,,2017/12/5,,4
10,2021,中捷资源,中捷资源投资股份有限公司,"ZOJE RESOURCES INVESTMENT CO.,LTD.",5,工业,C73,专用设备制造业,C35,专用设备制造业,2001/8/9,2004/7/15,2004/7/15,CNY,8.93,9.93,CNY,26000,CNY,2004/6/30,1,2,A,,2017/12/5,,4
10,2022,科华生物,上海科华生物工程股份有限公司,"Shanghai Kehua Bioengineering Co., Ltd.",5,工业,C8501,生物药品制造业,C27,医药制造业,1998/11/23,2004/7/21,2004/7/21,CNY,10.12,11.12,CNY,18000,CNY,2004/7/5,1,2,A,,2017/12/5,,4
10,2023,海特高新,四川海特高新技术股份有限公司,"SICHUAN HAITE HIGH-TECH CO., LTD.",5,工业,C75,交通运输设备制造业,C37,铁路、船舶、航空航天和其它运输设备制造业,2000/11/24,2004/7/21,2004/7/21,CNY,10.88,11.88,CNY,24000,CNY,2004/7/6,1,2,A,,2017/12/5,,4
10,2024,苏宁云商,苏宁云商集团股份有限公司,"SUNING COMMERCE GROUP CO., LTD.",6,商业,H11,零售业,F52,零售业,2001/6/29,2004/7/21,2004/7/21,CNY,15.33,16.33,CNY,25000,CNY,2004/7/7,1,2,A,,2017/12/5,,4
10,2025,航天电器,贵州航天电器股份有限公司,"GUIZHOU SPACE APPLIANCE CO., LTD.",5,工业,C51,电子元器件制造业,C39,计算机、通信和其他电子设备制造业,2001/12/30,2004/7/26,2004/7/26,CNY,6,7,CNY,25700,CNY,2004/7/9,1,2,A,,2017/12/5,,4
10,2026,山东威达,山东威达机械股份有限公司,"SHANDONG WEIDA MACHINERY CO., LTD.",5,工业,C69,金属制品业,C33,金属制品业,1998/7/8,2004/7/27,2004/7/27,CNY,7.68,8.68,CNY,30000,CNY,2004/7/12,1,2,A,,2017/12/5,,4
10,2027,分众传媒,分众传媒信息技术股份有限公司,"Focus Media Information Technology Co.,Ltd.",2,公用事业,K20,专业、科研服务业,L72,商务服务业,2001/3/15,2004/8/4,2004/8/4,CNY,9.56,10.56,CNY,29000,CNY,2004/7/20,1,2,A,,2017/12/5,,4
10,2028,思源电气,思源电气股份有限公司,"SIYUAN ELECTRIC CO., LTD.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,2000/12/30,2004/8/5,2004/8/5,CNY,15.45,16.45,CNY,13400,CNY,2004/7/21,1,2,A,,2017/12/5,,4
10,2029,七匹狼,福建七匹狼实业股份有限公司,"FUJIAN SEPTWOLVES INDUSTRY CO., LTD.",5,工业,C13,服装及其他纤维制品制造业,C18,纺织服装、服饰业,2001/7/23,2004/8/6,2004/8/6,CNY,6.45,7.45,CNY,25000,CNY,2004/7/22,1,2,A,,2017/12/5,,4
10,2030,达安基因,中山大学达安基因股份有限公司,"DA AN GENE CO., LTD. OF SUN YAT-SEN UNIVERSITY",5,工业,C8501,生物药品制造业,C27,医药制造业,2001/3/8,2004/8/9,2004/8/9,CNY,6.3,7.3,CNY,22000,CNY,2004/7/23,1,2,A,,2017/12/5,,4
10,2031,巨轮智能,巨轮智能装备股份有限公司,Greatoo Intelligent Equipment Inc.,5,工业,C73,专用设备制造业,C35,专用设备制造业,2001/12/30,2004/8/16,2004/8/16,CNY,6.34,7.34,CNY,38000,CNY,2004/8/2,1,2,A,,2017/12/5,,4
10,2032,苏泊尔,浙江苏泊尔股份有限公司,"ZHEJIANG SUPOR CO., LTD.",5,工业,C69,金属制品业,C33,金属制品业,2000/11/10,2004/8/17,2004/8/17,CNY,11.21,12.21,CNY,34000,CNY,2004/8/3,1,2,A,,2017/12/5,,4
10,2033,丽江旅游,丽江玉龙旅游股份有限公司,"LIJIANG YULONG TOURISM CO., LTD.",2,公用事业,K34,旅游业,N78,公共设施管理业,2001/10/18,2004/8/25,2004/8/25,CNY,5.9,6.9,CNY,25000,CNY,2004/8/10,1,2,N,,2017/12/14,,4
10,2034,美欣达,浙江美欣达印染集团股份有限公司,"Zhejiang Mizuda Printing and Dyeing Group Co., Ltd.",5,工业,C11,纺织业,C17,纺织业,1998/7/7,2004/8/26,2004/8/26,CNY,11,12,CNY,21600,CNY,2004/8/11,1,2,A,,2017/12/5,,4
10,2035,华帝股份,华帝股份有限公司,VATTI CORPORATION LIMITED,5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,2001/11/30,2004/9/1,2004/9/1,CNY,7,8,CNY,25000,CNY,2004/8/17,1,2,A,,2017/12/5,,4
10,2036,联创电子,联创电子科技股份有限公司,"LianChuang Electronic Technology Co.,Ltd",5,工业,G83,计算机及相关设备制造业,C39,计算机、通信和其他电子设备制造业,1998/4/22,2004/9/3,2004/9/3,CNY,5.42,6.42,CNY,30000,CNY,2004/8/19,1,2,A,,2017/12/5,,4
